Customer ID,Phone Service,Multiple Lines,Internet Type,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Revenue,Customer Status,Churn Category,Churn Reason
3620-EHIMZ,Yes,No,,Credit Card,19.35,1031.7,0.0,1544.94,Stayed,,
2984-RGEYA,Yes,No,,Bank Withdrawal,19.75,1375.4,0.0,1739.03,Stayed,,
1125-SNVCK,Yes,No,DSL,Credit Card,43.8,2106.05,20.45,3832.45,Stayed,,
9348-YVOMK,Yes,No,DSL,Credit Card,44.8,176.2,0.0,351.28,Stayed,,
8802-UNOJF,Yes,No,Cable,Credit Card,83.8,1029.75,44.58,1408.73,Churned,Competitor,Competitor had better devices
7359-PTSXY,Yes,No,DSL,Bank Withdrawal,45.75,45.75,0.0,69.99,Churned,Attitude,Attitude of support person
9638-JIQYA,No,,DSL,Credit Card,24.9,49.7,0.0,59.7,Joined,,
1400-MMYXY,Yes,Yes,Fiber Optic,Bank Withdrawal,105.9,334.65,0.0,458.55,Churned,Attitude,Attitude of service provider
0329-GTIAJ,Yes,No,Fiber Optic,Bank Withdrawal,97.9,315.3,0.0,405.84,Churned,Price,Price too high
7610-TVOPG,Yes,Yes,,Bank Withdrawal,26.35,378.6,0.0,498.0,Stayed,,
4922-CVPDX,Yes,No,DSL,Credit Card,73.5,1905.7,17.03,2845.79,Stayed,,
5336-UFNZP,Yes,Yes,Fiber Optic,Bank Withdrawal,107.45,7047.5,0.0,8320.2,Stayed,,
8008-OTEZX,Yes,No,,Credit Card,19.65,708.8,0.0,1348.95,Stayed,,
1987-AUELQ,Yes,Yes,,Credit Card,25.05,1873.7,0.0,5057.34,Stayed,,
5574-NXZIU,Yes,No,Fiber Optic,Credit Card,-10.0,7049.75,0.0,7877.57,Stayed,,
8943-URTMR,Yes,No,Fiber Optic,Mailed Check,79.65,152.7,0.0,210.78,Churned,Price,Lack of affordable download/upload speed
8231-BSWXX,Yes,Yes,Fiber Optic,Credit Card,79.05,5552.5,0.0,8487.64,Stayed,,
7945-HLKEA,Yes,Yes,DSL,Bank Withdrawal,64.75,4039.5,0.0,6436.5,Stayed,,
7825-ECJRF,Yes,No,Fiber Optic,Bank Withdrawal,106.6,1934.45,21.72,2491.38,Churned,Dissatisfaction,Network reliability
7219-TLZHO,Yes,No,,Credit Card,20.85,62.9,0.0,222.46,Stayed,,
9837-FWLCH,Yes,No,,Bank Withdrawal,19.2,239.0,45.46,497.5,Stayed,,
2320-YKQBO,Yes,No,,Credit Card,19.3,144.95,0.0,196.19,Stayed,,
0112-QAWRZ,Yes,Yes,Fiber Optic,Bank Withdrawal,90.8,1442.2,0.0,2221.56,Stayed,,
1209-VFFOC,No,,DSL,Credit Card,56.4,3948.45,0.0,3948.45,Stayed,,
1447-GIQMR,Yes,No,Fiber Optic,Bank Withdrawal,69.15,69.15,0.0,71.35,Churned,Competitor,Competitor offered more data
0567-XRHCU,No,,DSL,Credit Card,43.95,2960.1,0.0,2960.1,Stayed,,
5727-MYATE,Yes,Yes,DSL,Credit Card,90.8,6397.6,0.0,7882.96,Stayed,,
5456-ITGIC,No,,DSL,Credit Card,64.45,4641.1,0.0,4641.1,Stayed,,
3266-FTKHB,Yes,No,,Credit Card,19.15,343.45,28.63,785.04,Stayed,,
4614-NUVZD,Yes,No,Fiber Optic,Bank Withdrawal,81.1,81.1,0.0,103.96,Churned,Competitor,Competitor offered more data
1247-QBVSH,Yes,No,DSL,Mailed Check,50.2,2169.4,0.0,2798.92,Stayed,,
2085-BOJKI,Yes,No,Fiber Optic,Bank Withdrawal,96.65,1588.25,0.0,2078.36,Stayed,,
3766-EJLFL,Yes,Yes,Fiber Optic,Bank Withdrawal,109.05,7508.55,0.0,8761.11,Stayed,,
6376-GAHQE,Yes,No,Fiber Optic,Bank Withdrawal,77.85,299.2,0.0,480.4,Churned,Other,Don't know
8066-POXGX,No,,Cable,Bank Withdrawal,-3.0,446.1,0.0,446.1,Churned,Attitude,Attitude of service provider
0270-THENM,Yes,Yes,DSL,Bank Withdrawal,69.85,5102.35,25.24,7119.75,Stayed,,
9129-UXERG,Yes,Yes,Fiber Optic,Credit Card,103.6,1806.35,0.0,1839.21,Stayed,,
7503-ZGUZJ,Yes,Yes,Fiber Optic,Mailed Check,84.65,84.65,0.0,146.95,Churned,Dissatisfaction,Lack of self-service on Website
4948-WBBKL,Yes,Yes,Fiber Optic,Bank Withdrawal,74.9,2659.45,0.0,4155.97,Stayed,,
8242-JSVBO,Yes,No,DSL,Bank Withdrawal,44.65,322.5,0.0,509.82,Stayed,,
6762-QVYJO,No,,DSL,Credit Card,59.75,3624.35,0.0,3624.35,Stayed,,
3720-DBRWL,Yes,No,Cable,Credit Card,83.85,4307.1,0.0,4658.49,Stayed,,
2580-ATZSQ,Yes,No,DSL,Bank Withdrawal,61.35,3874.1,0.0,5125.35,Stayed,,
2103-ZRXFN,Yes,Yes,DSL,Credit Card,50.75,50.75,0.0,75.41,Joined,,
6427-FEFIG,Yes,Yes,DSL,Credit Card,78.6,1846.65,0.0,2360.97,Stayed,,
2220-IAHLS,Yes,No,,Credit Card,19.4,19.4,0.0,22.25,Joined,,
5198-HQAEN,Yes,No,Fiber Optic,Bank Withdrawal,89.7,3165.6,0.0,3219.15,Stayed,,
1960-UOTYM,Yes,No,DSL,Bank Withdrawal,79.2,4016.3,0.0,4875.86,Stayed,,
5569-KGJHX,Yes,Yes,Fiber Optic,Bank Withdrawal,85.35,754.65,0.0,932.54,Churned,Dissatisfaction,Service dissatisfaction
3199-NPKCN,Yes,Yes,Fiber Optic,Bank Withdrawal,111.25,7511.65,0.0,9858.66,Stayed,,
6169-PPETC,Yes,No,,Bank Withdrawal,20.5,759.35,0.0,2415.9,Stayed,,
9610-WCESF,No,,Cable,Bank Withdrawal,43.9,3097.2,34.45,3062.75,Stayed,,
9076-AXYIK,Yes,Yes,Fiber Optic,Bank Withdrawal,102.1,6538.45,0.0,7830.61,Stayed,,
0616-ATFGB,No,,Cable,Bank Withdrawal,25.05,25.05,0.0,25.05,Churned,Competitor,Competitor had better devices
7730-IUTDZ,Yes,No,Fiber Optic,Bank Withdrawal,75.2,3198.6,0.0,4660.6,Churned,Dissatisfaction,Network reliability
0412-UCCNP,Yes,No,DSL,Bank Withdrawal,59.2,3175.85,0.0,3851.25,Stayed,,
1833-TCXKK,Yes,Yes,Fiber Optic,Bank Withdrawal,107.75,4882.8,0.0,6224.25,Stayed,,
8738-JOKAR,Yes,No,Cable,Credit Card,67.7,2882.25,0.0,4533.69,Stayed,,
6061-PQHMK,Yes,No,,Credit Card,19.9,527.5,0.0,561.5,Stayed,,
2676-OXPPQ,Yes,No,DSL,Bank Withdrawal,55.7,335.65,0.0,354.61,Stayed,,
1842-EZJMK,Yes,Yes,Fiber Optic,Bank Withdrawal,103.7,5071.05,36.61,6741.44,Churned,Competitor,Competitor had better devices
2509-TFPJU,Yes,Yes,,Credit Card,25.75,1864.2,0.0,4747.08,Stayed,,
8992-VONJD,Yes,No,DSL,Bank Withdrawal,56.0,764.55,0.0,1116.07,Stayed,,
8606-CIQUL,Yes,Yes,Fiber Optic,Credit Card,115.75,8399.15,0.0,10725.31,Stayed,,
5144-TVGLP,Yes,Yes,Fiber Optic,Bank Withdrawal,94.75,3653.0,45.82,5391.66,Stayed,,
3125-RAHBV,Yes,No,,Credit Card,20.3,467.15,0.0,973.81,Stayed,,
2478-EEWWM,No,,DSL,Bank Withdrawal,44.3,2666.75,0.0,2686.75,Stayed,,
4390-KYULV,Yes,No,,Credit Card,20.55,51.15,0.0,163.98,Churned,Attitude,Attitude of support person
3756-VNWDH,Yes,Yes,Fiber Optic,Bank Withdrawal,100.75,6674.65,0.0,8759.85,Stayed,,
1455-UGQVH,Yes,Yes,Fiber Optic,Bank Withdrawal,98.5,1037.75,0.0,1048.65,Churned,Dissatisfaction,Lack of self-service on Website
8739-XNIKG,Yes,Yes,Fiber Optic,Bank Withdrawal,84.0,424.75,0.0,667.2,Stayed,,
0515-YPMCW,Yes,No,Fiber Optic,Credit Card,70.45,70.45,0.0,123.32,Churned,Competitor,Competitor had better devices
7401-JIXNM,Yes,Yes,Cable,Credit Card,91.3,4965.0,0.0,6566.64,Stayed,,
2692-PFYTJ,Yes,Yes,,Credit Card,-8.0,25.75,0.0,40.97,Joined,,
6891-JPYFF,Yes,Yes,Fiber Optic,Credit Card,105.25,4997.5,1.66,6455.52,Stayed,,
6350-XFYGW,Yes,No,Fiber Optic,Bank Withdrawal,94.75,422.4,0.0,498.4,Stayed,,
1945-XISKS,Yes,No,,Credit Card,19.65,1335.2,0.0,3546.87,Stayed,,
2040-OBMLJ,Yes,Yes,Fiber Optic,Credit Card,81.7,2548.65,0.0,3081.23,Stayed,,
4381-MHQDC,Yes,Yes,DSL,Credit Card,65.0,2879.9,0.0,4560.15,Stayed,,
7808-DVWEP,Yes,No,,Bank Withdrawal,20.0,49.65,0.0,142.83,Joined,,
6023-YEBUP,Yes,Yes,Cable,Bank Withdrawal,100.95,329.95,0.0,375.77,Churned,Competitor,Competitor had better devices
3454-JFUBC,Yes,No,,Credit Card,20.0,1396.0,0.0,2108.64,Stayed,,
6060-QBMGV,Yes,No,,Credit Card,19.85,1433.8,45.47,1634.03,Stayed,,
1915-OAKWD,Yes,No,,Bank Withdrawal,19.3,360.35,0.0,1065.15,Stayed,,
4431-EDMIQ,Yes,No,DSL,Bank Withdrawal,75.7,554.05,0.0,667.59,Stayed,,
6352-GIGGQ,Yes,Yes,DSL,Bank Withdrawal,88.8,5903.15,0.0,8403.59,Stayed,,
6300-BWMJX,Yes,Yes,Fiber Optic,Bank Withdrawal,93.35,5386.5,36.07,6576.45,Stayed,,
5968-VXZLG,Yes,No,DSL,Bank Withdrawal,46.6,87.9,0.0,91.64,Joined,,
8672-OAUPW,Yes,No,DSL,Credit Card,47.85,2356.75,18.39,4204.45,Stayed,,
1195-OIYEJ,Yes,No,Fiber Optic,Bank Withdrawal,91.1,1135.7,0.0,1286.29,Churned,Attitude,Attitude of support person
8819-ZBYNA,Yes,Yes,Fiber Optic,Credit Card,109.1,6393.65,0.0,8548.35,Stayed,,
7305-ZWMAJ,Yes,No,,Credit Card,20.7,587.1,0.0,1273.8,Stayed,,
2203-GHNWN,Yes,Yes,Fiber Optic,Credit Card,79.65,1928.7,0.0,3007.02,Stayed,,
8562-GHPPI,Yes,No,,Credit Card,19.8,19.8,0.0,31.76,Joined,,
7912-SYRQT,Yes,Yes,Fiber Optic,Bank Withdrawal,75.1,552.95,0.0,685.88,Churned,Competitor,Competitor offered more data
2798-NYLMZ,Yes,Yes,Fiber Optic,Credit Card,108.55,7616.0,0.0,9885.87,Stayed,,
0670-ANMUU,Yes,Yes,Fiber Optic,Credit Card,97.65,6687.85,0.0,7864.32,Stayed,,
5671-RQRLP,Yes,Yes,Fiber Optic,Credit Card,75.65,5411.4,25.67,6566.63,Stayed,,
5568-DMXZS,Yes,No,Cable,Bank Withdrawal,65.45,554.45,0.0,853.41,Stayed,,
7016-BPGEU,No,,Cable,Credit Card,25.1,712.85,0.0,712.85,Churned,Competitor,Competitor offered higher download speeds
7989-CHGTL,Yes,No,,Credit Card,19.6,19.6,0.0,33.77,Churned,Competitor,Competitor made better offer
8317-BVKSO,Yes,No,,Bank Withdrawal,20.05,299.3,0.0,427.96,Stayed,,
6950-TWMYB,Yes,No,Fiber Optic,Bank Withdrawal,79.95,4362.05,0.0,6883.85,Stayed,,
2845-KDHVX,Yes,No,DSL,Credit Card,68.3,4378.8,0.0,5869.36,Stayed,,
2391-SOORI,Yes,No,DSL,Bank Withdrawal,49.35,219.65,0.0,323.81,Churned,Dissatisfaction,Lack of self-service on Website
1401-FTHFQ,Yes,No,,Credit Card,20.0,445.3,0.0,1002.36,Stayed,,
0835-DUUIQ,Yes,No,,Bank Withdrawal,21.05,531.55,0.0,1666.99,Stayed,,
9225-BZLNZ,Yes,Yes,DSL,Bank Withdrawal,85.25,6083.1,0.0,7276.86,Stayed,,
3707-GNWHM,Yes,Yes,Fiber Optic,Mailed Check,74.25,74.25,0.0,96.05,Churned,Other,Don't know
4923-ADWXJ,Yes,No,DSL,Bank Withdrawal,65.8,1679.65,29.29,1680.86,Stayed,,
4115-UMJFQ,No,,DSL,Bank Withdrawal,35.75,2492.25,0.0,2642.25,Stayed,,
8229-MYEJZ,Yes,No,DSL,Bank Withdrawal,51.2,498.25,0.0,953.85,Stayed,,
8930-XOTDP,Yes,No,DSL,Credit Card,55.95,1082.8,0.0,1415.26,Stayed,,
0023-HGHWL,No,,Cable,Bank Withdrawal,25.1,25.1,0.0,25.1,Churned,Competitor,Competitor made better offer
6723-CEGQI,No,,DSL,Credit Card,45.25,2933.95,0.0,2933.95,Stayed,,
1834-WULEG,Yes,No,,Mailed Check,20.25,439.75,0.0,1419.19,Stayed,,
1794-SWWKL,Yes,Yes,DSL,Bank Withdrawal,59.65,867.1,32.65,1199.85,Stayed,,
1025-FALIX,Yes,No,Fiber Optic,Credit Card,69.05,1815.65,0.0,2790.91,Stayed,,
2656-FMOKZ,Yes,Yes,Fiber Optic,Mailed Check,74.45,1145.7,0.0,1806.75,Churned,Dissatisfaction,Limited range of services
0584-BJQGZ,Yes,Yes,Cable,Bank Withdrawal,78.35,1837.9,0.0,2539.15,Stayed,,
8728-SKJLR,Yes,No,Fiber Optic,Bank Withdrawal,74.25,3089.1,0.0,3133.38,Stayed,,
7739-LAXOG,Yes,Yes,Fiber Optic,Bank Withdrawal,91.05,2954.5,0.0,4525.94,Churned,Competitor,Competitor offered more data
3420-ZDBMA,Yes,No,Fiber Optic,Credit Card,71.45,371.6,0.0,457.25,Stayed,,
8580-AECUZ,Yes,No,Fiber Optic,Bank Withdrawal,79.1,79.1,0.0,121.4,Churned,Competitor,Competitor made better offer
7365-BVCJH,No,,DSL,Bank Withdrawal,24.4,24.4,0.0,24.4,Joined,,
1452-XRSJV,Yes,No,DSL,Credit Card,51.05,2066.0,0.0,2653.34,Stayed,,
5480-XTFFL,Yes,No,,Credit Card,21.0,697.7,0.0,1001.5,Stayed,,
3489-HHPFY,Yes,Yes,Fiber Optic,Bank Withdrawal,84.05,134.05,0.0,178.51,Joined,,
0458-HEUZG,No,,Cable,Credit Card,35.4,450.4,0.0,550.4,Stayed,,
3373-YZZYM,Yes,No,,Credit Card,19.2,19.2,0.0,51.98,Joined,,
3307-TLCUD,No,,Cable,Mailed Check,34.4,592.75,0.0,592.75,Stayed,,
7312-XSBAT,Yes,No,DSL,Bank Withdrawal,49.75,49.75,0.0,91.54,Joined,,
7665-VIGUD,Yes,No,,Credit Card,20.35,176.3,0.0,350.3,Stayed,,
0177-PXBAT,Yes,Yes,Fiber Optic,Bank Withdrawal,109.9,3694.7,0.0,4524.65,Stayed,,
9391-YZEJW,Yes,Yes,Fiber Optic,Bank Withdrawal,94.0,5757.2,0.0,7759.18,Stayed,,
8378-LKJAF,Yes,Yes,Fiber Optic,Credit Card,101.15,3956.7,0.0,4877.06,Stayed,,
3030-ZKIWL,Yes,No,,Credit Card,20.05,20.05,0.0,38.2,Joined,,
7636-OWBPG,No,,DSL,Credit Card,29.35,381.2,38.98,342.22,Stayed,,
4869-EPIUS,Yes,No,Fiber Optic,Bank Withdrawal,80.9,4557.5,0.0,7143.58,Stayed,,
7025-IWFHT,Yes,No,Fiber Optic,Bank Withdrawal,89.55,3729.75,0.0,5583.77,Stayed,,
4201-JMNGR,Yes,No,Cable,Bank Withdrawal,55.8,55.8,0.0,82.02,Churned,Dissatisfaction,Service dissatisfaction
6244-BESBM,Yes,No,Fiber Optic,Credit Card,95.2,6671.7,0.0,7501.08,Stayed,,
2469-DTSGX,Yes,Yes,Fiber Optic,Bank Withdrawal,111.65,7943.45,0.0,11169.77,Stayed,,
2146-EGVDT,Yes,No,,Credit Card,19.3,1192.7,0.0,2701.33,Stayed,,
8097-VBQTZ,Yes,No,Cable,Credit Card,69.9,3883.3,0.0,5374.78,Stayed,,
1207-BLKSA,Yes,Yes,,Credit Card,23.05,1255.1,0.0,2254.02,Stayed,,
1430-SFQSA,No,,DSL,Mailed Check,35.6,1072.6,0.0,1072.6,Stayed,,
6425-YQLLO,Yes,Yes,Fiber Optic,Credit Card,105.95,6975.25,0.0,8806.75,Churned,Other,Don't know
9402-CXWPL,Yes,Yes,Fiber Optic,Bank Withdrawal,98.9,6838.6,0.0,7425.9,Stayed,,
8985-OOPOS,Yes,No,DSL,Credit Card,74.1,74.1,0.0,110.15,Joined,,
9720-JJJOR,Yes,No,DSL,Bank Withdrawal,60.3,2511.3,0.0,2610.93,Stayed,,
0187-WZNAB,Yes,No,Fiber Optic,Credit Card,74.4,1972.35,0.0,3232.17,Stayed,,
3374-TTZTK,Yes,No,Fiber Optic,Bank Withdrawal,106.3,5487.0,0.0,8077.64,Stayed,,
1816-FLZDK,No,,DSL,Credit Card,29.15,29.15,0.0,29.15,Joined,,
7619-ODSGN,Yes,Yes,DSL,Bank Withdrawal,54.75,1338.15,0.0,1752.63,Churned,Attitude,Attitude of support person
8627-ZYGSZ,Yes,Yes,Fiber Optic,Bank Withdrawal,78.9,3650.35,0.0,5507.79,Stayed,,
0975-VOOVL,No,,DSL,Credit Card,29.2,98.5,0.0,98.5,Joined,,
5699-BNCAS,Yes,Yes,,Credit Card,24.65,1766.75,0.0,2104.0,Stayed,,
1356-MKYSK,Yes,No,DSL,Credit Card,78.65,483.3,0.0,772.84,Stayed,,
7551-DACSP,Yes,No,DSL,Mailed Check,55.3,324.25,0.0,335.41,Churned,Competitor,Competitor made better offer
6778-JFCMK,No,,DSL,Mailed Check,50.6,1288.75,0.0,1288.75,Stayed,,
9360-AHGNL,Yes,Yes,Fiber Optic,Credit Card,109.55,4830.25,0.0,5206.5,Churned,Dissatisfaction,Limited range of services
7801-KICAO,Yes,Yes,Fiber Optic,Bank Withdrawal,74.15,1345.75,0.0,1550.23,Stayed,,
0409-WTMPL,Yes,Yes,Fiber Optic,Credit Card,110.65,6526.65,0.0,8727.75,Stayed,,
8620-RJPZN,Yes,No,,Bank Withdrawal,20.7,20.7,0.0,66.56,Joined,,
7233-IOQNP,No,,Cable,Bank Withdrawal,34.0,1505.35,49.22,1456.13,Stayed,,
7026-YMSBE,Yes,No,,Mailed Check,19.7,625.05,0.0,1362.15,Stayed,,
3259-QMXUN,Yes,Yes,DSL,Bank Withdrawal,86.1,4890.5,0.0,6284.62,Stayed,,
5038-ETMLM,Yes,Yes,Fiber Optic,Bank Withdrawal,113.65,8182.75,0.0,10270.75,Stayed,,
9512-UIBFX,Yes,No,Fiber Optic,Credit Card,95.15,1779.95,10.17,1796.96,Churned,Other,Don't know
9762-YAQAA,Yes,Yes,Fiber Optic,Credit Card,81.4,3213.75,0.0,4654.02,Stayed,,
4712-UYOOI,Yes,No,,Bank Withdrawal,20.0,417.65,9.73,1179.92,Stayed,,
0337-CNPZE,Yes,Yes,Fiber Optic,Bank Withdrawal,106.3,4443.45,0.0,5001.08,Churned,Price,Price too high
5173-WXOQV,Yes,No,DSL,Credit Card,64.2,143.65,0.0,182.47,Joined,,
9588-YRFHY,Yes,No,,Credit Card,19.9,1022.6,0.0,1329.34,Stayed,,
5173-ZXXXL,Yes,No,,Credit Card,19.95,47.7,0.0,110.6,Joined,,
1240-KNSEZ,Yes,No,,Credit Card,20.1,20.1,0.0,60.93,Churned,Price,Long distance charges
4881-GQJTW,Yes,No,,Credit Card,19.6,300.4,0.0,419.96,Stayed,,
6029-CSMJE,No,,Cable,Mailed Check,25.65,440.2,0.0,440.2,Stayed,,
5312-UXESG,Yes,Yes,Fiber Optic,Bank Withdrawal,98.05,3990.6,0.0,5187.39,Stayed,,
2511-MORQY,Yes,Yes,DSL,Bank Withdrawal,54.9,2614.1,0.0,3130.6,Stayed,,
2962-XPMCQ,Yes,No,DSL,Bank Withdrawal,45.15,98.5,0.0,111.44,Churned,Competitor,Competitor offered higher download speeds
7629-WIXZF,Yes,No,DSL,Bank Withdrawal,59.1,369.25,0.0,417.06,Stayed,,
2027-DNKIV,Yes,No,DSL,Credit Card,58.75,2203.1,0.0,3522.89,Stayed,,
3644-QXEHN,Yes,No,Fiber Optic,Bank Withdrawal,97.0,1334.45,0.0,1907.1,Stayed,,
6959-UWKHF,Yes,No,Cable,Bank Withdrawal,42.9,42.9,0.0,46.92,Churned,Competitor,Competitor had better devices
7660-HDPJV,Yes,No,Fiber Optic,Bank Withdrawal,69.2,69.2,0.0,79.28,Churned,Dissatisfaction,Poor expertise of online support
4043-MKDTV,Yes,No,Fiber Optic,Bank Withdrawal,105.25,7291.75,0.0,9967.74,Stayed,,
2724-FJDYW,No,,DSL,Bank Withdrawal,54.85,2191.7,0.0,2191.7,Stayed,,
6695-AMZUF,Yes,No,DSL,Credit Card,86.45,5950.2,0.0,8130.7,Stayed,,
2955-PSXOE,Yes,No,,Bank Withdrawal,20.2,20.2,0.0,63.72,Churned,Price,Price too high
9700-ISPUP,Yes,No,DSL,Bank Withdrawal,65.5,616.9,0.0,875.8,Stayed,,
7139-JZFVG,Yes,No,DSL,Bank Withdrawal,60.5,3694.45,0.0,6288.85,Stayed,,
5640-CAXOA,No,,Cable,Credit Card,40.35,1187.05,0.0,1187.05,Stayed,,
8822-KNBHV,Yes,Yes,DSL,Credit Card,83.45,3887.85,0.0,6072.33,Stayed,,
6696-YDAYZ,Yes,No,,Credit Card,20.5,290.55,0.0,726.39,Stayed,,
2911-UREFD,No,,DSL,Bank Withdrawal,55.9,2184.35,0.0,2184.35,Churned,Dissatisfaction,Lack of self-service on Website
2157-MXBJS,Yes,Yes,Cable,Credit Card,75.3,989.45,0.0,1525.31,Churned,Dissatisfaction,Network reliability
4487-ZYJZK,Yes,No,,Credit Card,19.6,763.1,0.0,2158.46,Stayed,,
2576-HXMPA,Yes,No,,Credit Card,19.55,19.55,0.0,27.78,Joined,,
2928-HLDBA,Yes,No,,Credit Card,20.7,112.75,0.0,159.07,Stayed,,
0952-KMEEH,Yes,Yes,Fiber Optic,Mailed Check,98.15,1230.25,0.0,1313.93,Churned,Price,Long distance charges
3055-MJDSB,No,,DSL,Mailed Check,24.6,190.1,0.0,190.1,Stayed,,
4749-OJKQU,Yes,Yes,Fiber Optic,Bank Withdrawal,75.65,302.35,0.0,396.35,Stayed,,
8735-IJJEG,Yes,No,DSL,Credit Card,50.2,668.85,0.0,725.55,Stayed,,
3255-GRXMG,Yes,No,DSL,Credit Card,45.65,747.2,0.0,1400.46,Stayed,,
8908-SLFCJ,Yes,No,,Credit Card,20.85,435.25,1.31,902.03,Stayed,,
8901-UPRHR,Yes,Yes,Fiber Optic,Bank Withdrawal,109.2,7711.45,0.0,10881.61,Stayed,,
9541-ZPSEA,Yes,No,Fiber Optic,Credit Card,80.35,5375.15,0.0,7012.59,Stayed,,
6734-FQAJX,Yes,No,Fiber Optic,Bank Withdrawal,105.05,7171.7,0.0,9465.11,Stayed,,
6408-WHTEF,Yes,Yes,DSL,Credit Card,89.4,6376.55,0.0,6574.55,Stayed,,
7159-NOKYQ,Yes,Yes,Fiber Optic,Bank Withdrawal,93.15,6368.2,0.0,7624.0,Stayed,,
4656-CAURT,Yes,Yes,,Bank Withdrawal,23.95,1713.1,0.0,3247.66,Stayed,,
8592-PLTMQ,Yes,Yes,,Mailed Check,24.7,1642.75,0.0,1900.67,Stayed,,
8837-VVWLQ,Yes,No,Fiber Optic,Bank Withdrawal,84.95,668.4,0.0,926.88,Churned,Other,Moved
4418-LZMSV,Yes,No,Cable,Bank Withdrawal,61.8,750.1,0.0,1116.05,Stayed,,
6096-EGVTU,Yes,Yes,,Credit Card,24.9,1595.5,0.0,2826.22,Stayed,,
5176-OLSKT,Yes,Yes,DSL,Bank Withdrawal,66.9,4370.25,0.0,7370.65,Stayed,,
2324-AALNO,Yes,Yes,,Bank Withdrawal,24.55,1203.95,36.04,2308.39,Stayed,,
2971-SGAFL,Yes,Yes,DSL,Bank Withdrawal,78.75,995.35,0.0,1544.55,Stayed,,
7156-MHUGY,Yes,No,Fiber Optic,Bank Withdrawal,90.5,1201.15,29.84,1650.74,Churned,Competitor,Competitor had better devices
0060-FUALY,Yes,Yes,Fiber Optic,Bank Withdrawal,94.75,5597.65,0.0,6564.66,Stayed,,
4660-IRIBM,Yes,No,Fiber Optic,Mailed Check,87.9,1500.5,0.0,1935.38,Stayed,,
0975-UYDTX,Yes,Yes,DSL,Credit Card,90.1,2312.55,47.79,2931.14,Stayed,,
6504-VBLFL,Yes,No,DSL,Bank Withdrawal,58.6,3068.6,0.0,3433.25,Stayed,,
3422-LYEPQ,Yes,No,Fiber Optic,Bank Withdrawal,71.0,71.0,0.0,89.84,Churned,Attitude,Attitude of support person
5193-QLVZB,Yes,Yes,Fiber Optic,Bank Withdrawal,104.75,6536.5,0.0,9607.75,Stayed,,
6048-QBXKL,Yes,Yes,DSL,Credit Card,56.55,118.25,0.0,181.73,Joined,,
5906-CVLHP,Yes,No,Cable,Credit Card,54.15,2319.8,0.0,4211.6,Churned,Attitude,Attitude of service provider
5183-KLYEM,Yes,Yes,Fiber Optic,Credit Card,112.75,8192.6,0.0,10729.88,Stayed,,
0722-SVSFK,Yes,No,Fiber Optic,Bank Withdrawal,100.4,715.0,0.0,988.14,Stayed,,
1342-JPNKI,Yes,Yes,Fiber Optic,Bank Withdrawal,86.05,834.1,0.0,893.3,Churned,Other,Don't know
8481-YYXWG,Yes,No,Fiber Optic,Bank Withdrawal,89.35,461.7,0.0,512.25,Churned,Dissatisfaction,Network reliability
8336-TAVKX,Yes,Yes,DSL,Bank Withdrawal,78.45,5682.25,0.0,6821.29,Stayed,,
1428-GTBJJ,Yes,No,Fiber Optic,Bank Withdrawal,74.55,824.75,0.0,884.15,Churned,Price,Long distance charges
8219-VYBVI,Yes,Yes,,Credit Card,25.0,1004.35,0.0,2952.4,Stayed,,
5522-NYKPB,Yes,No,Fiber Optic,Bank Withdrawal,85.9,2199.05,0.0,2493.8,Stayed,,
6614-YWYSC,Yes,Yes,,Bank Withdrawal,25.0,1501.75,0.0,2669.29,Stayed,,
6141-OOXUQ,Yes,No,,Mailed Check,19.65,19.65,0.0,36.9,Churned,Dissatisfaction,Service dissatisfaction
8268-YDIXR,Yes,Yes,Fiber Optic,Bank Withdrawal,93.15,5253.95,0.0,7512.43,Stayed,,
5161-UBZXI,Yes,No,Fiber Optic,Credit Card,106.35,7261.75,0.0,10221.85,Stayed,,
5243-SAOTC,Yes,Yes,Fiber Optic,Bank Withdrawal,79.85,4308.25,0.0,4720.81,Stayed,,
5949-XIKAE,Yes,No,Cable,Bank Withdrawal,83.55,680.05,0.0,938.61,Churned,Dissatisfaction,Product dissatisfaction
0541-FITGH,Yes,No,Cable,Mailed Check,62.15,113.1,0.0,209.88,Joined,,
0880-TKATG,Yes,Yes,Fiber Optic,Bank Withdrawal,101.15,385.9,0.0,424.14,Churned,Competitor,Competitor had better devices
9411-TPQQV,No,,DSL,Bank Withdrawal,54.55,2236.2,11.48,2264.72,Stayed,,
0946-FKYTX,No,,Cable,Mailed Check,30.1,1623.4,11.72,1611.68,Stayed,,
7047-YXDMZ,Yes,No,,Credit Card,20.0,417.7,0.0,1139.89,Stayed,,
1236-WFCDV,Yes,No,Fiber Optic,Credit Card,90.45,1266.1,0.0,1424.44,Churned,Competitor,Competitor offered more data
7216-KAOID,Yes,No,,Bank Withdrawal,19.5,798.2,0.0,2418.93,Stayed,,
8988-ECPJR,Yes,Yes,Fiber Optic,Credit Card,79.6,2718.3,0.0,3596.86,Churned,Dissatisfaction,Product dissatisfaction
7727-SHVZV,Yes,No,,Bank Withdrawal,19.5,150.35,0.0,544.82,Stayed,,
2239-CGBUZ,Yes,No,Cable,Bank Withdrawal,60.5,3145.15,0.0,5551.33,Stayed,,
